Date,Open,High,Low,Close,Volume
23-Oct-14,77.41,77.95,77.00,77.54,668677
22-Oct-14,76.92,77.35,76.52,76.78,1509708
21-Oct-14,75.26,76.98,74.87,76.94,1057883
20-Oct-14,74.63,75.61,74.63,74.86,818469
17-Oct-14,75.24,75.55,74.29,74.91,919713
16-Oct-14,72.89,75.50,72.40,74.72,2531642
15-Oct-14,72.79,73.80,71.68,73.65,1572892
14-Oct-14,74.37,76.36,72.79,73.47,3171084
13-Oct-14,72.23,72.52,71.00,71.30,1657895
10-Oct-14,72.83,73.06,71.99,72.08,848901
9-Oct-14,74.10,74.16,73.02,73.05,568949
8-Oct-14,73.09,74.50,72.68,74.31,781505
7-Oct-14,74.32,74.32,73.06,73.08,1051819
6-Oct-14,75.70,76.09,74.37,74.69,728439
3-Oct-14,75.20,75.83,74.86,75.70,890829
2-Oct-14,73.46,74.72,73.27,74.58,850236
1-Oct-14,74.33,74.34,73.20,73.32,1455052
30-Sep-14,73.90,74.28,73.28,74.05,857446
29-Sep-14,73.57,74.10,73.03,74.00,622257
26-Sep-14,73.07,74.43,72.90,74.20,1050018
25-Sep-14,72.49,73.15,71.73,72.85,1180198
24-Sep-14,73.13,73.13,72.37,72.75,707051
23-Sep-14,73.38,73.68,72.88,72.93,564088
22-Sep-14,74.20,74.38,73.59,73.63,431770
19-Sep-14,74.21,74.92,74.16,74.42,961046
18-Sep-14,74.17,74.41,73.79,73.95,1098226
17-Sep-14,74.83,75.37,74.09,74.11,1063034
16-Sep-14,74.63,75.00,74.42,74.63,1193464
15-Sep-14,74.00,75.04,74.00,74.72,1113321
12-Sep-14,75.38,75.82,75.03,75.36,873185
11-Sep-14,74.64,75.34,74.39,75.26,773114
10-Sep-14,75.93,76.20,74.63,75.02,2247587
9-Sep-14,76.62,76.87,75.93,76.05,479326
8-Sep-14,77.05,77.20,76.59,76.74,873782
5-Sep-14,76.71,77.00,76.55,76.93,846799
4-Sep-14,76.28,76.98,75.83,76.94,923679
3-Sep-14,76.46,76.48,75.75,76.02,850481
2-Sep-14,73.94,76.37,73.94,76.02,1001917
29-Aug-14,75.94,75.95,75.40,75.55,588159
28-Aug-14,75.02,75.73,74.64,75.67,606276
27-Aug-14,75.69,76.06,74.14,75.04,1078417
26-Aug-14,76.63,76.69,75.48,75.61,573294
